Unnamed: 0,formulary_name,med_name_generic,med_action_dose_unit,volume_given,count,volume_unit,volume_numeric,Unnamed: 8,primary_amount,amount_unit,amount_numeric,concentration,is_infusion,is_anesthesia,is_fluids
626,Doxycycline hyclate 100 mg tab,doxycycline,Not Recorded,none,7,,,,100.0 mg,mg,100.0,none,False,False,False
627,Droperidol 0.625mg/2mL ns for OR,droperidol,Not Recorded,2.0 mL,88,mL,2.0,,0.625 mg,mg,0.625,0.625 mg/2.0 ML,True,False,False
628,Droperidol 2.5mg/mL inj,droperidol,Not Recorded,none,131,,,,2.5 mg,mg,2.5,none,False,False,False
629,ED-Calcium Gluconate 2gm IVPB for ED use only,calcium gluconate/ns,Not Recorded,none,49,,,,2.0 gm,gm,2.0,none,True,False,False
630,EPHEDrine 25mg/5ml (5mg/mL) syringe,ePHEDrine,Not Recorded,5.0 mL,8,mL,5.0,,25.0 mg,mg,25.0,25.0 mg/5.0 ML,False,False,False
631,EPHEDrine 50 mg/1 mL inj,ePHEDrine,Not Recorded,1.0 mL,25779,mL,1.0,,50.0 mg,mg,50.0,50.0 mg/1.0 ML,False,False,False
632,EPHEDrine 50 mg/10mL inj,ePHEDrine,Not Recorded,10.0 mL,16,mL,10.0,,50.0 mg,mg,50.0,50.0 mg/10.0 ML,False,False,False
633,EPHEDrine 5mg/mL OR syringe,ePHEDrine,Not Recorded,none,152790,,,,5.0 mg,mg,5.0,none,False,False,False
634,EPInephrine 0.3mg Auto-injector,EPInephrine hcl,Not Recorded,none,4,,,,0.3 mg,mg,0.3,none,False,False,False
635,EPInephrine 1 mg/ 1 mL inj,EPInephrine,Microgram/Kilogram/Minute,1.0 mL,36048,mL,1.0,,1.0 mg,mg,1.0,1.0 mg/1.0 ML,False,False,False
636,EPInephrine 1 mg/10 mL inj,EPInephrine,Not Recorded,10.0 mL,2843,mL,10.0,,1.0 mg,mg,1.0,1.0 mg/10.0 ML,False,False,False
637,EPInephrine 160mcg Syr OR,EPInephrine,Not Recorded,none,1245,,,,160.0 mcg,mcg,160.0,none,False,False,False
638,EPInephrine 1mg/ml 30 mL inj,EPInephrine,Not Recorded,30.0 mL,160479,mL,30.0,,1.0 mg,mg,1.0,none,False,False,False
639,EPIrubicin 2 mg / 1 mL inj,EPIrubicin,Not Recorded,1.0 mL,1,mL,1.0,,2.0 mg,mg,2.0,2.0 mg/1.0 ML,False,False,False
640,Eculizumab 300 mg/30mL inj.,eculizumab,Not Recorded,30.0 mL,65,mL,30.0,,300.0 mg,mg,300.0,300.0 mg/30.0 ML,False,False,False
641,Edrophonium 10 mg/mL 15 mL inj,edrophonium,Not Recorded,15.0 mL,1,mL,15.0,,10.0 mg,mg,10.0,none,False,False,False
642,Edrophonium 10 mg/mL per mL,edrophonium,Not Recorded,none,8,,,,10.0 mg,mg,10.0,none,True,False,False
643,Empty Container,Empty Container,Not Recorded,none,40939,,,,none,,,none,True,False,False
644,Empty Container Non-DEHP,Empty Container Non-DEHP,Not Recorded,none,4,,,,none,,,none,True,False,False
645,Enalaprilat 1.25 mg/1 mL inj,enalapril,Not Recorded,1.0 mL,446,mL,1.0,,1.25 mg,mg,1.25,1.25 mg/1.0 ML,False,False,False
646,Enalaprilat 2.5 mg/2 mL inj,enalaprilat,Not Recorded,2.0 mL,3341,mL,2.0,,2.5 mg,mg,2.5,2.5 mg/2.0 ML,False,False,False
647,Enoxaparin 100 mg/ 1 mL inj,enoxaparin,Not Recorded,1.0 mL,270,mL,1.0,,100.0 mg,mg,100.0,100.0 mg/1.0 ML,False,False,False
648,Enoxaparin 120 mg/ 0.8 mL  inj,enoxaparin,Not Recorded,0.8 mL,2,mL,0.8,,120.0 mg,mg,120.0,120.0 mg/0.8 ML,False,False,False
649,Enoxaparin 20 mg/ 0.2 mL syringe,enoxaparin syringe,Not Recorded,0.2 mL,3,mL,0.2,,20.0 mg,mg,20.0,20.0 mg/0.2 ML,False,False,False
650,Enoxaparin 30 mg/0.3 mL inj,enoxaparin,Not Recorded,0.3 mL,163,mL,0.3,,30.0 mg,mg,30.0,30.0 mg/0.3 ML,False,False,False
651,Enoxaparin 40 mg/ 0.4 mL inj,enoxaparin,Not Recorded,0.4 mL,4,mL,0.4,,40.0 mg,mg,40.0,40.0 mg/0.4 ML,False,False,False
652,Enoxaparin 60 mg/ 0.6 mL inj,enoxaparin,Not Recorded,0.6 mL,2,mL,0.6,,60.0 mg,mg,60.0,60.0 mg/0.6 ML,False,False,False
653,Epidural Infusion,Epidural Infusion,Not Recorded,none,2,,,,none,,,none,False,False,False
654,"Epoetin 10,000 units/ 1 mL inj",epoetin,Not Recorded,1.0 mL,4614,mL,1.0,,10000.0 unit,unit,10000.0,0.0 unit/1.0 ML,False,False,False
655,"Epoetin 2,000 units/ 1 mL inj",epoetin alfa,Not Recorded,1.0 mL,139,mL,1.0,,2000.0 unit,unit,2000.0,0.0 unit/1.0 ML,False,False,False
656,"Epoetin 20,000 units inj",epoetin,Not Recorded,none,1277,,,,20000.0 unit,unit,20000.0,none,False,False,False
657,"Epoetin 40,000 units/ 1 mL",epoetin,Not Recorded,1.0 mL,71,mL,1.0,,40000.0 unit,unit,40000.0,0.0 unit/1.0 ML,True,False,False
658,Epoetin 4000 units/1 mL inj,epoetin alfa,Not Recorded,1.0 mL,257,mL,1.0,,4000.0 unit,unit,4000.0,4000.0 unit/1.0 ML,False,False,False
659,"Epoetin alfa-epbx (Retacrit) 10,000 units/1 mL inj",epoetin alfa-epbx,Not Recorded,1.0 mL,1302,mL,1.0,,10000.0 unit,unit,10000.0,0.0 unit/1.0 ML,False,False,False
660,"Epoetin alfa-epbx (Retacrit) 2,000 units/1 mL inj",epoetin alfa-epbx,Not Recorded,1.0 mL,73,mL,1.0,,2000.0 unit,unit,2000.0,0.0 unit/1.0 ML,False,False,False
661,"Epoetin alfa-epbx (Retacrit) 20,000 units/1 mL inj",epoetin alfa-epbx,Not Recorded,1.0 mL,406,mL,1.0,,20000.0 unit,unit,20000.0,0.0 unit/1.0 ML,False,False,False
662,"Epoetin alfa-epbx (Retacrit) 40,000 units/1 mL inj",epoetin alfa-epbx,Not Recorded,1.0 mL,62,mL,1.0,,40000.0 unit,unit,40000.0,0.0 unit/1.0 ML,False,False,False
663,Epoprostenol  Diluent 50mL for ICU Drip,epoprostenol diluent,Not Recorded,50.0 mL,51,mL,50.0,,none,,,none,True,False,False
664,Epoprostenol  Diluent 50mL for ICU Drip,epoprostenol/Flolan diluent,Not Recorded,50.0 mL,4417,mL,50.0,,none,,,none,True,False,False
665,Epoprostenol  Diluent 50mL vial,epoprostenol diluent,Not Recorded,50.0 mL,13,mL,50.0,,none,,,none,True,False,False
666,Epoprostenol  Diluent 50mL vial,epoprostenol/Flolan diluent,Not Recorded,50.0 mL,924,mL,50.0,,none,,,none,True,False,False
667,Epoprostenol 0.5 mg inj,epoprostenol,Not Recorded,none,18956,,,,0.5 mg,mg,0.5,none,False,False,False
668,"Epoprostenol 1,000,000 ng (1mg) inhale (Veletri)",epoprostenol inhale,Not Recorded,none,39,,,,1.0 mg,mg,1.0,none,False,False,False
669,Epoprostenol 1.5 mg inj.,epoprostenol,Not Recorded,none,2404,,,,1.5 mg,mg,1.5,none,False,False,False
670,"Epoprostenol 500,000 ng (0.5mg) inhale (Veletri)",epoprostenol inhale,Not Recorded,none,9,,,,0.5 mg,mg,0.5,none,False,False,False
671,Epoprostenol CADD Conc-Dose-Rate Confirm,Epoprostenol CADD Conc-Dose-Rate Confirm,Not Recorded,none,5,,,,none,,,none,True,False,False
672,Epoprostenol Cassette,Epoprostenol cassette,Not Recorded,none,18,,,,none,,,none,True,False,False
673,Epoprostenol Cassette,flolan casstte,Not Recorded,none,6,,,,none,,,none,True,False,False
674,Eptifibatide 2 mg/mL 10 mL bolus inj,eptifibatide,Not Recorded,10.0 mL,40,mL,10.0,,2.0 mg,mg,2.0,none,False,False,False
675,Eribulin 1mg/2mL inj,eribulin,Not Recorded,2.0 mL,2,mL,2.0,,1.0 mg,mg,1.0,1.0 mg/2.0 ML,False,False,False
676,Ertapenem 1000 mg inj,ertapenem,Not Recorded,none,24830,,,,1000.0 mg,mg,1000.0,none,False,False,False
677,Erythromycin 500 mg inj,erythromycin,Not Recorded,none,11899,,,,500.0 mg,mg,500.0,none,False,False,False
678,Esmolol 100 mg/10 mL inj,esmolol,Not Recorded,10.0 mL,854,mL,10.0,,100.0 mg,mg,100.0,100.0 mg/10.0 ML,False,False,False
679,Esmolol 10mg/mL OR syringe,esmolol,Not Recorded,none,2216,,,,10.0 mg,mg,10.0,none,False,False,False
680,Esmolol 2.5 gm/10 mL inj,esmolol,Not Recorded,10.0 mL,21,mL,10.0,,2.5 gm,gm,2.5,none,False,False,False
681,Estradiol 1 mg tab,estradiol,Not Recorded,none,1,,,,1.0 mg,mg,1.0,none,False,False,False
682,Estrogens 25 mg/5 mL inj.,"estrogens, conjugated",Not Recorded,5.0 mL,398,mL,5.0,,25.0 mg,mg,25.0,25.0 mg/5.0 ML,False,False,False
683,Ethacrynate 50 mg/50 mL inj,ethacrynate,Not Recorded,50.0 mL,249,mL,50.0,,50.0 mg,mg,50.0,50.0 mg/50.0 ML,False,False,False
684,Ethanol Lock soln 70% 3mL,ethanol 70% lock soln.,Not Recorded,3.0 mL,6,mL,3.0,,none,,,none,True,False,False
685,Ethiodized Oil (37% iodine) 10 mL inj,ethiodized oil (37% iodine),Not Recorded,10.0 mL,1,mL,10.0,,none,,,none,False,False,False
686,Ethiodized Oil 480mg/mL,ethiodized oil,Not Recorded,none,1,,,,480.0 mg,mg,480.0,none,True,False,False
687,Etomidate 10mg/5mL syringe,etomidate,Not Recorded,5.0 mL,7,mL,5.0,,10.0 mg,mg,10.0,10.0 mg/5.0 ML,False,False,False
688,Etomidate 2 mg/mL  20 mL inj,etomidate,Not Recorded,20.0 mL,1001,mL,20.0,,2.0 mg,mg,2.0,none,False,False,False
689,Etomidate 2 mg/mL inj 10mL,etomidate,Not Recorded,10.0 mL,5292,mL,10.0,,2.0 mg,mg,2.0,none,False,False,False
690,Etoposide 100 mg / 5 mL,etoposide,Not Recorded,5.0 mL,11606,mL,5.0,,100.0 mg,mg,100.0,100.0 mg/5.0 ML,True,False,False
691,Etoposide 500 mg/25 mL inj,etoposide,Not Recorded,25.0 mL,4403,mL,25.0,,500.0 mg,mg,500.0,500.0 mg/25.0 ML,False,False,False
692,Factor 7a (VIIa),coagulation factor 7a (VIIa),Not Recorded,none,952,,,,none,,,none,True,False,False
693,Factor 8 (VIII) bolus,Factor 8 (VIII) in syringe,Not Recorded,none,205,,,,none,,,none,True,False,False
694,Factor 8 (VIII) injection,Factor 8 (VIII) inj,Not Recorded,none,1272,,,,none,,,none,False,False,False
695,Factor 9 (IX) inj,factor 9 (IX),Not Recorded,none,197,,,,none,,,none,False,False,False
696,Factor 9 (IX) inj Bolus,factor 9 (IX) in syringe,Not Recorded,none,49,,,,none,,,none,False,False,False
697,"Factor VIII (Antihemophilic Factor, Recomb Porcine Seq) (Obizur)",factor 8 porcine,Not Recorded,none,42,,,,none,,,none,True,False,False
698,"Factor VIII (Antihemophilic Factor, Recomb Porcine Seq) (Obizur)",factor 8 porcine (Obizur),Not Recorded,none,1,,,,none,,,none,True,False,False
699,"Factor VIII (Antihemophilic Factor, Recomb Porcine) (Obizur)",factor 8 porcine,Not Recorded,none,24,,,,none,,,none,True,False,False
700,Factor7a (VIIa) 2000 mcg (OR CHARGE),coagulation factor VIIa,Not Recorded,none,3,,,,2000.0 mcg,mcg,2000.0,none,True,False,False
701,Famotidine 20 mg for Hyperal only,famotidine,Not Recorded,none,486069,,,,20.0 mg,mg,20.0,none,True,False,False
702,Famotidine 20 mg tab,fAMOTIDine,Not Recorded,none,42,,,,20.0 mg,mg,20.0,none,False,False,False
703,Famotidine 20 mg/2 mL inj,fAMOTIDine,Not Recorded,2.0 mL,322358,mL,2.0,,20.0 mg,mg,20.0,20.0 mg/2.0 ML,False,False,False
704,Famotidine 20mg/NS IV syringe,famotidine/ns in syringe,Not Recorded,none,12,,,,20.0 mg,mg,20.0,none,False,False,False
705,Famotidine 2mg/mL/NS neonate syringe,fAMOTIDine in NS syringe,Not Recorded,none,4,,,,2.0 mg,mg,2.0,none,False,False,False
706,Famotidine 40 mg tab,fAMOTIDine,Not Recorded,none,4,,,,40.0 mg,mg,40.0,none,False,False,False
707,Famotidine 40 mg/4 mL inj,fAMOTIDine,Not Recorded,4.0 mL,66,mL,4.0,,40.0 mg,mg,40.0,40.0 mg/4.0 ML,False,False,False
708,Fat Emulsion 20% 250 mL (Intralipid),fat emulsion 20%,Not Recorded,250.0 mL,15416,mL,250.0,,none,,,none,True,False,False
709,Fat Emulsion 20% 250 mL (Intralipid),fat emulsion 20% (Intralipid),Not Recorded,250.0 mL,5486,mL,250.0,,none,,,none,True,False,False
710,Fat Emulsion 20% 500mL,fat emulsion 20%,Not Recorded,500.0 mL,3,mL,500.0,,none,,,none,True,False,False
711,Fat Emulsion 20% NEONATE syringe,fat emulsion 20% in syr (Intralipid),Not Recorded,none,5,,,,none,,,none,False,False,False
712,Fat Emulsion 20% NEONATE syringe,fat emulsion 20% in syringe,Not Recorded,none,66,,,,none,,,none,False,False,False
713,"Fat emulsion, 20% 100mL (Neonate)",fat emulsion 20% (Intralipid),Not Recorded,100.0 mL,138,mL,100.0,,none,,,none,True,False,False
714,"Fat emulsion, 20% 100mL (Neonate)","fat emulsion 20%, intravenous",Not Recorded,100.0 mL,436,mL,100.0,,none,,,none,True,False,False
715,"Fat emulsion, intravenous (fish oil) 20% 250mL (Smoflipid)",fat emulsion 20%(Smoflipid),Not Recorded,250.0 mL,5112,mL,250.0,,none,,,none,True,False,False
716,"Fat emulsion, intravenous (fish oil) 20% 250mL (Smoflipid)","fat emulsion, intravenous 20%",Not Recorded,250.0 mL,2174,mL,250.0,,none,,,none,True,False,False
717,"Fat emulsion, intravenous (fish oil) 20% 500mL (for TPN) (Smoflipid)",fat emulsion 20%(Smoflipid),Not Recorded,500.0 mL,359,mL,500.0,,none,,,none,True,False,False
718,"Fat emulsion, intravenous (fish oil) 20% 500mL (for TPN) (Smoflipid)","fat emulsion, intravenous 20%",Not Recorded,500.0 mL,49,mL,500.0,,none,,,none,True,False,False
719,"Fat emulsion,intravenous (fish oil) 20% 1000mL (for TPN) (Smoflipid)",fat emulsion 20%(Smoflipid),Not Recorded,1000.0 mL,1806,mL,1000.0,,none,,,none,True,False,False
720,FentaNYL 50 mcg/mL 10mL inj,fentaNYL,Not Recorded,10.0 mL,33,mL,10.0,,50.0 mcg,mcg,50.0,none,False,False,False
721,FentaNYL PCA/NCA 10mcg/mL 50mL syringe,fentaNYL pca/nca,Not Recorded,50.0 mL,1669,mL,50.0,,10.0 mcg,mcg,10.0,none,False,False,False
722,Fentanyl  2.5 mg / 50 mL Drip,fentanyl citrate,Not Recorded,50.0 mL,4,mL,50.0,,2.5 mg,mg,2.5,2.5 mg/50.0 ML,True,False,False
723,Fentanyl 100 mcg buccal tab,fentaNYL,Not Recorded,none,1,,,,100.0 mcg,mcg,100.0,none,False,False,False
724,Fentanyl 100 mcg/hr patch,fentanyl,Not Recorded,none,3,,,,100.0 mcg,mcg,100.0,none,False,False,False
725,Fentanyl 1000 mcg/20 mL inj,fentanyl,Not Recorded,20.0 mL,3731,mL,20.0,,1000.0 mcg,mcg,1000.0,1000.0 mcg/20.0 ML,False,False,False
726,Fentanyl 100mcg/2 mL inj,fentanyl,Not Recorded,2.0 mL,493768,mL,2.0,,100.0 mcg,mcg,100.0,100.0 mcg/2.0 ML,False,False,False
727,Fentanyl 10mcg/ml 60mL Syringe,fentanyl syringe,Micrograms/Hour,60.0 mL,46654,mL,60.0,,10.0 mcg,mcg,10.0,none,False,False,False
728,Fentanyl 12 mcg/hr patch,fentanyl,Not Recorded,none,2,,,,12.0 mcg,mcg,12.0,none,False,False,False
729,Fentanyl 200 mcg lozenge,fentanyl,Not Recorded,none,2,,,,200.0 mcg,mcg,200.0,none,False,False,False
730,Fentanyl 25 mcg/hr patch,fentanyl,Not Recorded,none,4,,,,25.0 mcg,mcg,25.0,none,False,False,False
731,Fentanyl 250 mcg/5 mL inj,fentanyl,Not Recorded,5.0 mL,3700,mL,5.0,,250.0 mcg,mcg,250.0,250.0 mcg/5.0 ML,False,False,False
732,Fentanyl 50 mcg/hr patch,fentanyl,Not Recorded,none,2,,,,50.0 mcg,mcg,50.0,none,False,False,False
733,Fentanyl 75 mcg/hr patch,fentanyl,Not Recorded,none,4,,,,75.0 mcg,mcg,75.0,none,False,False,False
734,Fentanyl Patch Removal,fentanyl patch removal,Not Recorded,none,2,,,,none,,,none,False,False,False
735,Ferrlecit 62.5 mg/5 mL inj,ferric gluconate sodium complex,Not Recorded,5.0 mL,31,mL,5.0,,62.5 mg,mg,62.5,62.5 mg/5.0 ML,False,False,False
736,Ferumoxytol 510mg/17mL inj,ferumoxytol,Not Recorded,17.0 mL,915,mL,17.0,,510.0 mg,mg,510.0,510.0 mg/17.0 ML,False,False,False
737,Fibrinogen concentrate (Human),fibrinogen,Not Recorded,none,8,,,,none,,,none,True,False,False
738,Filgrastim 480 mcg/0.8 mL syr,filgrastim,Not Recorded,0.8 mL,3,mL,0.8,,480.0 mcg,mcg,480.0,480.0 mcg/0.8 ML,False,False,False
739,Fluconazole 100 mg tab,fluconazole,Not Recorded,none,1,,,,100.0 mg,mg,100.0,none,False,False,False
740,Fluconazole 100mg/50mL NS,fluconazole in ns,Not Recorded,50.0 mL,3441,mL,50.0,,100.0 mg,mg,100.0,100.0 mg/50.0 ML,True,False,False
741,Fluconazole 200 mg tab,fluconazole,Not Recorded,none,7,,,,200.0 mg,mg,200.0,none,False,False,False
742,Fluconazole 200 mg/5 mL liq 35 mL,fluconazole,Not Recorded,5.0 mL,78,mL,5.0,,200.0 mg,mg,200.0,200.0 mg/5.0 ML,True,False,False
743,Fluconazole 200mg/100mL NS premix,fluconazole in ns,Not Recorded,100.0 mL,17825,mL,100.0,,200.0 mg,mg,200.0,200.0 mg/100.0 ML,True,False,False
744,Fluconazole 400mg/200mL D5W ivpb,fluconazole,Not Recorded,200.0 mL,306,mL,200.0,,400.0 mg,mg,400.0,400.0 mg/200.0 ML,True,False,False
745,Fluconazole 400mg/200mL D5W ivpb,fluconazole in d5w,Not Recorded,200.0 mL,21,mL,200.0,,400.0 mg,mg,400.0,400.0 mg/200.0 ML,True,False,False
746,Fluconazole 400mg/200mL NS premix,fluconazole in ns,Not Recorded,200.0 mL,19250,mL,200.0,,400.0 mg,mg,400.0,400.0 mg/200.0 ML,True,False,False
747,Fluconzole 2mg/mL/NS neonate syringe,fluconazole in NS syringe,Not Recorded,none,65,,,,2.0 mg,mg,2.0,none,False,False,False
748,Fludarabine 50  mg inj,fludarabine,Not Recorded,none,4111,,,,50.0 mg,mg,50.0,none,False,False,False
749,Flumazenil 0.5 mg/5 mL inj,flumazenil,Not Recorded,5.0 mL,1368,mL,5.0,,0.5 mg,mg,0.5,0.5 mg/5.0 ML,False,False,False
750,Flumazenil 0.5 mg/5 mL syringe,flumazenil,Not Recorded,5.0 mL,7,mL,5.0,,0.5 mg,mg,0.5,0.5 mg/5.0 ML,False,False,False
751,Fluorescein 10% 5mL inj,fluorescein 10%,Not Recorded,5.0 mL,500,mL,5.0,,none,,,none,False,False,False
752,Fluorescein 1mg ophth strip,fluorescein,Not Recorded,none,2,,,,1.0 mg,mg,1.0,none,True,False,False
753,Fluorouracil 50 mg/mL inj,fluorouracil,Not Recorded,none,602,,,,50.0 mg,mg,50.0,none,False,False,False
754,Folic Acid 1mg/mL Ped oral syringe,folic acid ped liq,Not Recorded,none,1,,,,1.0 mg,mg,1.0,none,False,False,False
755,Folic Acid 50 mg/10 mL inj,folic acid,Not Recorded,10.0 mL,141441,mL,10.0,,50.0 mg,mg,50.0,50.0 mg/10.0 ML,False,False,False
756,Fomepizole 1500mg/1.5mL,fomepizole,Not Recorded,1.5 mL,131,mL,1.5,,1500.0 mg,mg,1500.0,1500.0 mg/1.5 ML,True,False,False
757,Fosaprepitant 150 mg inj.,fosaprepitant,Not Recorded,none,2680,,,,150.0 mg,mg,150.0,none,False,False,False
758,Foscarnet 6 gm/250 mL IVPB (Central Line),foscarnet,Not Recorded,250.0 mL,3252,mL,250.0,,6.0 gm,gm,6.0,none,True,False,False
759,Fosphenytoin 100 mgpe/2 mL inj,fosphenytoin,Not Recorded,2.0 mL,20113,mL,2.0,,none,,,none,False,False,False
760,Fosphenytoin 10mgPE/mL/NS neonate syringe,fosphenytoin in NS syringe,Not Recorded,none,33,,,,none,,,none,False,False,False
761,Fosphenytoin 500 mgpe/10 mL inj,fosphenytoin,Not Recorded,10.0 mL,4159,mL,10.0,,none,,,none,False,False,False
762,Furosemide 100 mg/10 mL inj,fUROSEMide,Not Recorded,10.0 mL,236562,mL,10.0,,100.0 mg,mg,100.0,100.0 mg/10.0 ML,False,False,False
763,Furosemide 100 mg/10 mL inj ADD,fUROSEMide add,Grams/Hour,10.0 mL,257943,mL,10.0,,100.0 mg,mg,100.0,100.0 mg/10.0 ML,False,False,False
764,Furosemide 10mg/mL Ped oral syringe,fUROSEMide ped liq,Not Recorded,none,9,,,,10.0 mg,mg,10.0,none,False,False,False
765,Furosemide 20 mg tab,fUROSEMide,Not Recorded,none,3,,,,20.0 mg,mg,20.0,none,False,False,False
766,Furosemide 20 mg/2 mL inj,fUROSEMide,Not Recorded,2.0 mL,73166,mL,2.0,,20.0 mg,mg,20.0,20.0 mg/2.0 ML,False,False,False
